Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;;Mean average reward;
185;13;-1.100.274;0;1.333.333;1.333.333;2.666.666;1.054.999;1.054.999;3.516.665;5;3;90;100;-300;-9.902.744;;-3.379.628;-320
186;23;-8.066.697;0;4.599.999;4.599.999;2.555.555;4.163.331;4.163.331;3.469.442;18;12;360;360;-600;-9.266.697;;-4.829.697;-360
187;15;-1.233.449;0;2.099.999;2.099.999;2.999.998;4.683.335;4.683.335;2.341.667;7;2;60;140;-400;-1.033.449;;-3.978.527;-400
188;20;-7.303.102;0;5.539.998;5.539.998;3.957.141;4.176.663;4.176.663;5.220.829;14;8;240;280;-400;-8.503.102;;-4.623.867;-420
189;16;-7.830.868;0;6.559.999;6.559.999;3.452.631;6.801.667;6.801.667;5.668.056;19;12;360;380;-100;-7.183.088;;-5.106.878;-360
190;18;-9.682.729;0;4.383.334;4.383.334;3.130.953;3.526.667;3.526.667;3.918.519;14;9;270;280;-300;-3.468.273;;-6.823.369;-360
191;41;3.335.065;0;9.069.999;9.069.999;2.591.428;1.112.666;1.112.666;3.708.887;35;30;900;700;-1100;-4.666.493;;-4.543.017;-460
192;19;-1.473.297;0;943.333;943.333;1.572.222;8.449.992;8.449.992;4.224.996;6;2;60;120;-900;-753.297;;-4.590.986;-560
193;30;-415.564;0;7.856.664;7.856.664;2.805.951;8.808.331;8.808.331;4.003.787;28;22;660;560;-300;-1.335.564;;-3.213.479;-540
194;12;-2.474.674;0;1.959.999;1.959.999;1.959.999;1.701.666;1.701.666;4.254.165;10;4;120;200;-100;-4.674.674;;-2.142.240;-540
195;27;-8.484.006;0;3.313.336;3.313.336;220.889;4.936.667;4.936.667;4.487.879;15;11;330;300;-900;-5.784.006;;-1.902.495;-660
196;40;-7.951.693;0;1.066.666;1.066.666;3.440.859;1.363.167;1.363.167;5.048.766;31;27;810;620;-800;-1.425.169;;-4.159.847;-600
197;20;-328.959;0;6.423.334;6.423.334;3.778.432;4.536.665;4.536.665;3.780.555;17;12;360;340;-200;-8.289.591;;-3.930.979;-460
198;21;-9.196.999;0;3.050.001;3.050.001;2.178.572;3.956.667;3.956.667;3.956.667;14;10;300;280;-700;-7.996.999;;-5.687.266;-540
199;24;-8.087.388;0;6.653.333;6.653.333;3.696.296;4.936.668;4.936.668;448.788;18;11;330;360;-800;-6.987.388;;-6.809.809;-680
200;26;-500.551;0;6.396.661;6.396.661;3.553.701;619.666;619.666;4.766.662;18;13;390;360;-800;-450.551;;-5.213.118;-660
201;25;-7.894.914;0;6.049.997;6.049.997;3.558.822;5.074.995;5.074.995;4.229.163;17;12;360;340;-800;-6.894.915;;-5.201.762;-660
202;23;-5.479.127;0;3.923.333;3.923.333;2.452.083;5.909.996;5.909.996;4.221.426;16;14;420;320;-500;-7.879.127;;-6.231.796;-720
203;20;-8.026.263;0;2.659.999;2.659.999;2.418.181;179.5;179.5;2.564.286;11;7;210;220;-700;-5.326.264;;-5.997.649;-720
204;16;-1.028.072;0;2.336.667;2.336.667;2.336.667;1.864.998;1.864.998;3.729.997;10;5;150;200;-500;-8.780.724;;-4.585.785;-660
205;39;-8.521.884;0;8.609.997;8.609.997;2.869.999;1.199.666;1.199.666;46.141;30;26;780;600;-1100;-1.132.188;;-6.190.052;-720
206;23;-6.302.614;0;2.846.666;2.846.666;2.189.743;3.606.668;3.606.668;3.278.789;13;11;330;260;-300;-9.202.615;;-5.871.592;-620
207;19;-1.121.723;0;1.383.333;1.383.333;1.257.576;2.076.666;2.076.666;346.111;11;6;180;220;-500;-1.021.723;;-5.000.111;-620
208;19;-6.682.649;0;3.869.998;3.869.998;351.818;2.859.996;2.859.996;476.666;11;6;180;220;-600;-4.682.648;;-4.731.388;-600
209;24;-8.907.991;0;2.846.666;2.846.666;167.451;6.141.668;6.141.668;4.094.445;17;15;450;340;-500;-1.180.799;;-6.307.372;-600
210;11;-1.304.529;0;6.833.337;6.833.337;2.277.779;0;0;NaN;3;0;0;60;-200;-1.164.529;;-4.863.901;-420
211;14;-2.311.957;0;185;185;18.5;2.269.999;2.269.999;4.539.997;10;5;150;200;-100;-4.811.957;;-4.065.770;-380
212;25;-4.424.428;0;6.496.666;6.496.666;3.419.298;5.439.995;5.439.995;4.533.329;19;12;360;380;-300;-8.824.429;;-4.726.311;-340
213;12;-2.580.161;0;1.006.667;1.006.667;1.118.518;132;132;1.885.714;9;7;210;180;-100;-5.480.161;;-3.905.813;-240
214;21;-7.758.137;0;2.263.333;2.263.333;2.057.576;2.183.332;2.183.332;3.638.887;11;6;180;220;-600;-5.758.136;;-3.675.842;-260
215;19;-5.723.494;0;2.123.333;2.123.333;2.123.333;2.874.999;2.874.999;4.107.141;10;7;210;200;-200;-7.823.494;;-4.559.635;-260
216;18;-8.899.512;0;1.526.666;1.526.666;2.544.443;8.066.661;8.066.661;4.033.331;6;2;60;120;-500;-5.699.512;;-5.877.146;-340
217;18;-6.706.442;0;4.289.999;4.289.999;2.859.999;3.764.996;3.764.996;4.706.245;15;8;240;300;-400;-8.106.442;;-6.333.549;-360
218;16;-8.259.874;0;3.310.001;3.310.001;2.758.334;2.261.666;2.261.666;3.769.444;12;6;180;240;-400;-8.459.874;;-7.469.492;-420
219;21;-2.524.918;0;4.316.666;4.316.666;2.697.916;6.248.332;6.248.332;5.206.943;16;12;360;320;-400;-3.052.492;;-6.422.848;-380
220;24;-4.527.078;0;6.376.663;6.376.663;3.356.139;5.813.329;5.813.329;5.284.845;19;11;330;380;-500;-6.627.078;;-6.183.565;-440
221;18;-1.109.286;0;210;210;26.25;9.949.998;9.949.998;3.316.666;8;3;90;160;-400;-9.592.864;;-4.625.520;-420
222;13;-2.544.777;0;4.219.998;4.219.998;2.813.332;3.874.997;3.874.997;3.522.725;15;11;330;300;-300;-5.844.776;;-3.793.187;-400
223;27;-2.852.045;0;3.800.002;3.800.002;2.000.001;8.813.337;8.813.337;5.875.558;19;15;450;380;-400;-7.152.045;;-2.711.621;-400
224;15;-1091.87;0;1.806.666;1.806.666;2.580.951;7.616.663;7.616.663;3.808.332;7;2;60;140;-200;-1091.87;;-2.758.297;-360
225;16;-5.952.407;0;2.420.001;2.420.001;3.025.001;1.943.333;1.943.333;3.238.888;8;6;180;160;-300;-6.352.407;;-3.114.629;-320
226;28;-3.847.328;0;5.759.999;5.759.999;28.8;744;744;49.6;20;15;450;400;-700;-5.347.328;;-3.799.139;-380
227;19;-7.220.555;0;4.153.332;4.153.332;319.487;2.996.664;2.996.664;4.280.948;13;7;210;260;-300;-8.920.555;;-4.968.084;-380
228;17;-174.942;0;2.623.333;2.623.333;1.873.809;3.359.999;3.359.999;3.359.999;14;10;300;280;-300;-454.942;;-4.298.808;-360
229;17;-3.896.216;0;385;385;2.566.667;3.265.002;3.265.002;4.664.288;15;7;210;300;-100;-7.996.216;;-4.218.290;-340
230;13;-5.534.888;0;121;121;15.125;8.666.663;8.666.663;2.888.888;8;3;90;160;-300;-5.034.888;;-4.134.786;-340
231;28;-2.125.831;0;7.553.333;7.553.333;2.797.531;9.638.331;9.638.331;4.190.579;27;23;690;540;-400;-1.042.583;;-3.790.486;-280
232;16;-4.464.114;0;3.553.331;3.553.331;2.220.832;2.719.998;2.719.998;3.399.997;16;8;240;320;-500;-5.064.114;;-3.239.198;-320
233;19;-5.635.172;0;5.253.331;5.253.331;3.283.332;5.561.662;5.561.662;5.561.662;16;10;300;320;-400;-7.835.172;;-4.331.244;-340
234;22;-1135.26;0;216;216;18;222;222;27.75;12;8;240;240;-500;-1115.26;;-4.440.001;-420
235;17;-5.327.464;0;6.850.002;6.850.002;4.892.859;2.926.669;2.926.669;5.853.338;14;5;150;280;-300;-6.627.465;;-4.388.145;-420
236;17;-3.825.378;0;160;160;1.333.333;343;343;42.875;12;8;240;240;-400;-4.625.378;;-4.813.032;-420
237;13;-6.151.595;0;8.533.337;8.533.337;1.219.048;9.016.669;9.016.669;2.254.167;7;4;120;140;-300;-5.751.595;;-5.234.902;-380
238;34;-1.332.969;0;6.453.332;6.453.332;3.073.015;8.593.331;8.593.331;5.054.901;21;17;510;420;-1000;-1.262.969;;-4.159.352;-500
239;15;-782.315;0;1.519.999;1.519.999;1.381.817;170.5;170.5;2.841.666;11;6;180;220;-200;-982.315;;-3.483.944;-440
240;27;-6.423.445;0;6.263.333;6.263.333;347.963;5.294.998;5.294.998;4.813.635;18;11;330;360;-700;-6.323.445;;-3.703.140;-520
241;15;-1.153.952;0;2.979.999;2.979.999;4.257.142;1.576.667;1.576.667;7.883.334;7;2;60;140;-400;-9.539.523;;-3.168.855;-520
242;30;-1.482.213;0;3.763.331;3.763.331;2.352.082;5.219.998;5.219.998;4.349.998;16;12;360;320;-900;-1.262.213;;-2.234.979;-640
243;22;7.546.588;0;7.243.333;7.243.333;3.621.667;5.704.998;5.704.998;4.754.165;20;12;360;400;-100;-5.845.341;;-459.067;-460
244;38;-9.668.538;0;7.506.665;7.506.665;2.502.222;1.234.833;1.234.833;4.939.333;30;25;750;600;-700;-7.466.854;;-2.236.312;-560
245;19;-6.567.827;0;2.633.332;2.633.332;202.564;1.861.666;1.861.666;3.102.777;13;6;180;260;-300;-7.967.827;;-2.265.188;-480
246;27;-5.533.024;0;6.106.665;6.106.665;3.214.034;7.103.329;7.103.329;4.735.553;19;15;450;380;-500;-8.833.025;;-3.141.003;-500
247;22;2.718.341;0;6.170.004;6.170.004;2.804.547;8.049.999;8.049.999;4.236.842;22;19;570;440;-400;-3.381.659;;-2.300.892;-400
248;16;-7.020.642;0;2.946.664;2.946.664;2.455.554;1.396.666;1.396.666;3.491.665;12;4;120;240;-400;-6.620.642;;-5.214.338;-460
249;14;-5.851.917;0;200;200;2.222.223;3.001.664;3.001.664;4.288.091;9;7;210;180;-100;-8.751.917;;-4.451.014;-340
250;29;-1.298.157;0;3.939.999;3.939.999;2.462.499;7.063.331;7.063.331;5.433.332;16;13;390;320;-900;-1.108.157;;-3.397.080;-460
251;21;-1282.13;0;2.769.999;2.769.999;3.077.776;2.323.331;2.323.331;3.872.219;9;6;180;180;-1100;-5.421.304;;-2.863.094;-580
252;12;-4.062.485;0;1.823.333;1.823.333;2.025.925;2.788.333;2.788.333;3.983.333;9;7;210;180;-200;-5.962.485;;-4.558.300;-540
253;13;-1.081.268;0;119;119;2.380.001;5.599.999;5.599.999;2.799.999;5;2;60;100;-400;-8.412.675;;-3.073.457;-540
254;23;-9.379.276;0;3.906.666;3.906.666;3.005.128;4.284.998;4.284.998;4.761.109;13;9;270;260;-700;-7.679.276;;-3.955.297;-660
255;26;-6.543.848;0;3.093.333;3.093.333;1.819.608;4.541.664;4.541.664;378.472;17;12;360;340;-700;-6.543.848;;-5.266.719;-620
256;33;-868.353;0;7.236.667;7.236.667;3.618.334;7.748.333;7.748.333;5.165.555;20;15;450;400;-900;-8.183.531;;-4.387.046;-580
257;19;-1.359.402;0;976.666;976.666;1.627.777;1.366.666;1.366.666;1.366.666;6;1;30;120;-800;-7.094.019;;-3.846.429;-700
258;23;-9.174.561;0;6.063.331;6.063.331;3.566.665;579.833;579.833;6.442.589;17;9;270;340;-700;-8.274.561;;-5.465.088;-760
259;49;1.385.762;0;1.040.666;1.040.666;289.074;1.262.499;1.262.499;394.531;36;32;960;720;-800;-8.661.424;;-3.312.080;-780
260;15;-3.749.356;0;2.246.667;2.246.667;2.042.425;2.891.664;2.891.664;481.944;11;6;180;220;0;-7.749.356;;-2.753.182;-640
261;33;-802.845;0;5.179.999;5.179.999;2.466.666;7.279.999;7.279.999;4.282.352;21;17;510;420;-1000;-732.845;;-2.740.080;-660
262;12;-9.896.097;0;1.206.667;1.206.667;2.011.112;131.5;131.5;32.875;6;4;120;120;-100;-1129.61;;-4.447.419;-520
263;12;1.575.785;0;2.183.334;2.183.334;1.984.849;1.788.334;1.788.334;2.980.556;11;6;180;220;0;-2.424.215;;-2.297.350;-380
264;12;-1.020.849;0;181;181;3.016.667;3.200.004;3.200.004;3.200.004;6;1;30;120;-300;-8.708.486;;-2.778.672;-280
265;14;-6.547.973;0;1.246.667;1.246.667;2.077.778;7.550.004;7.550.004;2.516.668;6;3;90;120;-300;-5.647.973;;-3.338.396;-340
266;16;-9.243.414;0;1.159.999;1.159.999;1.933.332;1.086.666;1.086.666;2.716.665;6;4;120;120;-400;-7.643.414;;-5.026.510;-220
267;19;-1.069.547;0;406.333;406.333;3.693.937;3.655.001;3.655.001;7.310.002;11;5;150;220;-600;-8.395.469;;-3.261.200;-320
268;13;-1.185.823;0;2.063.333;2.063.333;2.063.334;2.790.002;2.790.002;6.975.005;10;4;120;200;-400;-1.105.823;;-3.813.521;-400
269;12;-4.833.483;0;1.453.333;1.453.333;2.906.665;1.409.999;1.409.999;3.524.998;5;4;120;100;-100;-6.033.483;;-4.576.048;-360
270;20;-6.940.001;0;2.603.332;2.603.332;2.169.443;4.404.997;4.404.997;4.004.543;12;11;330;240;-500;-7.640.001;;-4.654.454;-400
271;15;-7.194.494;0;1.896.666;1.896.666;2.107.407;1.628.334;1.628.334;4.070.834;9;4;120;180;-400;-6.194.495;;-4.244.670;-400
272;21;-1.096.787;0;2.263.333;2.263.333;2.514.815;226;226;3.766.668;9;6;180;180;-500;-9.567.874;;-4.250.118;-380
273;13;-1.422.388;0;2.993.332;2.993.332;2.494.444;2.421.666;2.421.666;403.611;12;6;180;240;0;-5.622.388;;-4.297.431;-300
274;13;5.331.796;0;4.309.998;4.309.998;3.315.383;495.166;495.166;495.166;13;10;300;260;-100;-4.066.821;;-2.264.375;-300
275;16;-6.430.286;0;3.369.999;3.369.999;2.407.142;1.346.667;1.346.667;2.693.333;14;5;150;280;-200;-8.730.286;;-2.162.432;-240
276;29;-2.556.792;0;9.309.998;9.309.998;3.723.999;7.193.333;7.193.333;4.795.555;25;15;450;500;-600;-6.056.791;;-1.234.891;-280
277;13;-2.645.212;0;1.636.667;1.636.667;1.487.879;2.423.334;2.423.334;3.029.167;11;8;240;220;-200;-5.245.212;;-1.544.576;-220
278;13;-9.537.762;0;3.166.666;3.166.666;2.638.889;4.016.667;4.016.667;2.008.334;12;2;60;240;-100;-1.153.776;;-3.167.651;-240
279;25;-1.573.018;0;2.460.001;2.460.001;15.375;3.241.668;3.241.668;3.241.668;16;10;300;320;-700;-1.493.018;;-4.548.614;-360
280;24;-6.674.539;0;7.546.663;7.546.663;4.439.214;7.668.329;7.668.329;5.477.378;17;14;420;340;-200;-1.227.454;;-4.597.465;-360
281;21;-1.376.463;0;3.076.669;3.076.669;3.845.836;1.796.666;1.796.666;4.491.664;8;4;120;160;-700;-9.564.633;;-4.361.399;-380
282;23;-1.392.503;0;2.123.333;2.123.333;2.359.259;3.314.996;3.314.996;4.735.709;9;7;210;180;-800;-9.825.036;;-4.110.857;-500
283;15;-288.852;0;4.669.996;4.669.996;2.594.442;3.144.999;3.144.999;3.494.444;18;9;270;360;-100;-8.188.519;;-2.261.075;-500
284;19;6.946.959;0;4.496.666;4.496.666;2.248.333;8.178.327;8.178.327;4.543.515;20;18;540;400;-100;-7.705.305;;-557.080;-380
285;12;-5.278.269;0;1.469.998;1.469.998;2.449.997;7.483.336;7.483.336;2.494.445;6;3;90;120;-100;-6.378.269;;-277.826;-360
286;14;-6.265.626;0;2.366.665;2.366.665;1.972.221;8.499.997;8.499.997;2.833.332;12;3;90;240;-400;-5.565.626;;-1.255.658;-300
287;15;-7.881.504;0;216;216;3.085.714;1.664.999;1.664.999;4.162.498;7;4;120;140;-200;-8.481.504;;-2.553.458;-180
288;28;-1.802.355;0;6.796.666;6.796.666;3.236.507;7.168.336;7.168.336;477.889;21;15;450;420;-600;-4.502.356;;-2.856.159;-280
289;22;-1.154.247;0;1.596.665;1.596.665;1.596.665;1.794.999;1.794.999;2.243.748;10;8;240;200;-700;-8.942.466;;-4.476.400;-400
290;18;-949.363;0;2.223.332;2.223.332;2.021.211;1.398.333;1.398.333;2.796.666;11;5;150;220;-300;-1.019.363;;-3.610.619;-440
291;14;-7.635.328;0;8.000.003;8.000.003;1.600.001;5.216.668;5.216.668;1.738.889;5;3;90;100;-200;-7.535.328;;-3.884.559;-400
292;31;-246.702;0;9.656.664;9.656.664;3.329.884;1.208.333;1.208.333;483.333;29;25;750;580;-500;-8.546.703;;-2.357.599;-460
293;14;-571.64;0;6.006.667;6.006.667;4.620.513;4.576.672;4.576.672;5.085.191;13;9;270;260;-100;-1001.64;;-2.496.410;-360
294;31;-2.485.008;0;6.429.998;6.429.998;2.571.999;719.333;719.333;3.785.963;25;19;570;500;-600;-7.185.008;;-2.829.100;-340
295;22;2.355.754;0;5.410.001;5.410.001;27.05;612.667;612.667;4.084.447;20;15;450;400;-100;-5.144.246;;-2.002.821;-300
296;12;-7.069.949;0;2.766.666;2.766.666;2.128.204;3.208.331;3.208.331;4.583.331;13;7;210;260;0;-5.406.995;;-1.861.476;-260
297;14;-5.627.034;0;4.190.001;4.190.001;3.223.077;246.5;246.5;4.108.333;13;6;180;260;-100;-3.962.703;;-3.206.559;-180
298;27;-2.645.555;0;5.129.999;5.129.999;2.564.999;5.163.332;5.163.332;3.688.094;20;14;420;400;-300;-7.845.554;;-3.094.358;-220
299;35;4.020.071;0;1.084.667;1.084.667;3.286.868;1.274.333;1.274.333;4.394.252;33;29;870;660;-700;-4.279.928;;-1.793.343;-240
300;23;-7.358.594;0;4.319.998;4.319.998;2.541.176;3.423.334;3.423.334;4.279.167;17;8;240;340;-600;-7.158.594;;-3.736.212;-340
301;20;-3.521.081;0;3.049.998;3.049.998;2.541.665;3.371.663;3.371.663;4.214.579;12;8;240;240;-300;-5.321.082;;-3.026.439;-400
302;18;-6.444.778;0;1.936.667;1.936.667;1.489.744;1.841.666;1.841.666;2.630.951;13;7;210;260;-200;-3.344.478;;-3.189.987;-420
303;18;-4.537.186;0;7.533.332;7.533.332;5.022.221;3.154.998;3.154.998;3.505.553;15;9;270;300;-300;-7.237.185;;-3.568.314;-420
304;25;-2.960.796;0;6.679.997;6.679.997;2.783.332;7.638.328;7.638.328;4.773.955;24;16;480;480;-700;-5.560.796;;-4.964.487;-420
305;13;-1.583.833;0;8.433.334;8.433.334;2.108.333;0;0;NaN;4;0;0;80;-500;-1.163.833;;-3.809.535;-400
306;14;-2.709.184;0;5.129.999;5.129.999;3.419.999;2.076.665;2.076.665;2.966.665;15;7;210;300;-100;-6.809.184;;-3.647.155;-360
307;15;-1.174.803;0;1.486.667;1.486.667;1.651.852;1.551.666;1.551.666;3.879.165;9;4;120;180;-500;-9.748.028;;-2.593.160;-420
308;12;-7.891.982;0;9.033.325;9.033.325;2.258.331;0;0;NaN;4;0;0;80;0;-8.691.982;;-3.264.120;-360
309;34;-1.133.157;0;7.519.999;7.519.999;3.418.181;8.579.999;8.579.999;57.2;22;15;450;440;-1000;-1.023.157;;-2.898.592;-420
310;32;4.058.076;0;7.563.332;7.563.332;270.119;1224;1224;4.895.998;28;25;750;560;-900;-3.694.193;;-1.770.210;-500
311;18;-3.572.363;0;1.816.667;1.816.667;1.816.667;1.913.333;1.913.333;2.733.333;10;7;210;200;-400;-3.672.363;;-1.942.846;-560
312;17;-4.820.239;0;4.206.663;4.206.663;4.206.663;3.484.996;3.484.996;4.978.566;10;7;210;200;-500;-3.920.239;;-2.671.933;-560
313;19;-8.690.592;0;2.033.334;2.033.334;1.848.485;1.933.334;1.933.334;3.866.667;11;5;150;220;-500;-7.390.592;;-2.831.655;-660
314;22;-9.747.666;0;2.466.666;2.466.666;1.897.435;2.431.666;2.431.666;3.039.583;13;8;240;260;-1000;-4.747.665;;-4.554.557;-660
315;14;-1.729.106;0;213;213;2.366.666;2.396.666;2.396.666;2.995.833;9;8;240;180;-200;-3.929.106;;-5.711.993;-520
316;20;-1.482.107;0;2.386.664;2.386.664;2.169.695;2.143.333;2.143.333;3.061.905;11;7;210;220;-400;-1.512.107;;-5.293.942;-520
317;15;-9.916.906;0;1.356.667;1.356.667;1.938.095;4.633.335;4.633.335;2.316.668;7;2;60;140;-500;-6.916.907;;-6.313.275;-520
318;17;-7.184.111;0;2.826.665;2.826.665;3.533.332;2.989.999;2.989.999;3.737.499;8;8;240;160;-300;-8.184.111;;-6.011.979;-480
319;20;-469.062;0;4.589.995;4.589.995;2.868.747;4.534.995;4.534.995;4.534.995;16;10;300;320;-300;-789.062;;-4.156.258;-340
320;18;-7.067.875;0;1.729.999;1.729.999;1.729.999;1.801.665;1.801.665;3.002.776;10;6;180;200;-500;-5.867.875;;-5.224.012;-400
321;16;119.179;0;6.080.001;6.080.001;3.040.001;5.339.998;5.339.998;410.769;20;13;390;400;0;-6.708.211;;-4.903.755;-320
322;27;-952.054;0;2.553.333;2.553.333;1.418.518;5.379.998;5.379.998;3.842.855;18;14;420;360;-700;-1.032.054;;-3.110.785;-360
323;20;-3.942.527;0;3.366.667;3.366.667;2.589.743;2.656.666;2.656.666;3.795.237;13;7;210;260;-500;-3.642.527;;-2.462.468;-400
324;16;-4.915.067;0;1.206.667;1.206.667;1.508.334;2.029.998;2.029.998;5.074.995;8;4;120;160;-400;-3.715.067;;-3.351.669;-420
325;17;-8.469.086;0;3.533.333;3.533.333;3.533.333;2.844.999;2.844.999;4.741.665;10;6;180;200;-400;-8.269.086;;-3.631.911;-400
326;16;-261.683;0;212;212;1.927.273;2.543.333;2.543.333;3.633.332;11;7;210;220;-200;-491.683;;-3.708.083;-440
327;18;-8.919.872;0;6.266.664;6.266.664;1.044.444;9.549.998;9.549.998;3.183.333;6;3;90;120;-500;-6.019.872;;-5.301.647;-400
328;17;-840.368;0;324;324;2.492.307;3.229.999;3.229.999;3.588.888;13;9;270;260;-300;-3.140.368;;-4.681.215;-360
329;9;-1.082.017;0;1.983.332;1.983.332;3.966.663;0;0;NaN;5;0;0;100;-200;-9.820.173;;-3.914.605;-320
330;17;-1.566.669;0;2.246.667;2.246.667;1.604.762;137;137;2.739.999;14;5;150;280;-200;-386.667;;-2.534.122;-280
331;31;-1.332.346;0;5.686.663;5.686.663;2.707.935;5.798.327;5.798.327;5.271.206;21;11;330;420;-1400;-6.823.459;;-2.748.254;-520
332;35;-114.407;0;9.563.335;9.563.335;3.084.947;1.278.666;1.278.666;4.735.801;31;27;810;620;-800;-7.444.069;;-987.161;-580
333;22;-2.583.651;0;5.020.002;5.020.002;2.642.106;4.671.667;4.671.667;359.359;19;13;390;380;-500;-5.283.651;;-1.335.818;-620
334;15;-2.952.688;0;3.469.997;3.469.997;2.891.664;3.108.329;3.108.329;444.047;12;7;210;240;-300;-4.452.687;;-1.709.952;-640
335;15;-8.905.664;0;1.173.333;1.173.333;1.676.191;9.466.663;9.466.663;3.155.554;7;3;90;140;-400;-7.205.664;;-3.177.751;-680
336;29;-9.915.557;0;2.666.667;2.666.667;1.777.778;4.799.996;4.799.996;3.999.997;15;12;360;300;-800;-8.515.557;;-4.894.393;-560
337;22;-7.139.492;0;4.979.997;4.979.997;292.941;4.841.669;4.841.669;4.401.517;17;11;330;340;-400;-9.839.492;;-6.299.410;-480
338;30;-2.582.999;0;6.286.665;6.286.665;2.514.666;7.089.996;7.089.996;4.431.247;25;16;480;500;-700;-5.382.999;;-6.299.280;-520
339;18;-1.058.564;0;7.866.667;7.866.667;1.311.111;4.516.669;4.516.669;2.258.334;6;2;60;120;-500;-738.564;;-5.920.455;-560
340;14;-1.207.931;0;128;128;2.560.001;1.433.333;1.433.333;1.433.333;5;1;30;100;-200;-1.137.931;;-4.380.909;-520
341;14;-476.791;0;73;73;1.216.667;1.118.333;1.118.333;2.236.666;6;5;150;120;-200;-546.791;;-2.493.155;-400
342;14;-5.932.098;0;1.163.333;1.163.333;1.454.166;946.667;946.667;2.366.668;8;4;120;160;-200;-6.732.098;;-2.251.677;-360
343;19;-7.219.601;0;3.093.333;3.093.333;2.062.222;3.599.999;3.599.999;5.999.999;15;6;180;300;-400;-8.019.601;;-3.178.997;-300
344;14;-6.146.433;0;9.966.662;9.966.662;9.966.661;7.049.998;7.049.998;2.349.999;10;3;90;200;-200;-7.046.433;;-4.196.571;-240
345;27;-4.379.903;0;4.013.333;4.013.333;2.006.667;4.405.002;4.405.002;4.004.547;20;11;330;400;-500;-6.679.903;;-4.830.965;-300
346;16;-4.660.237;0;3.286.667;3.286.667;3.286.667;2.506.665;2.506.665;4.177.776;10;6;180;200;-200;-6.460.236;;-5.667.654;-300
347;14;-1.942.453;0;1.733.333;1.733.333;1.575.758;2.531.668;2.531.668;3.616.669;11;7;210;220;-100;-5.242.453;;-4.869.725;-280
348;13;-3.417.094;0;2.376.666;2.376.666;2.376.666;1.863.333;1.863.333;3.105.554;10;6;180;200;-200;-5.217.095;;-4.109.224;-240
349;19;-5.379.371;0;2.796.666;2.796.666;2.151.282;248;248;31;13;8;240;260;-400;-6.379.371;;-3.955.812;-280
350;24;1.637.344;0;654;654;2.843.478;8.468.329;8.468.329;4.234.164;23;20;600;460;-500;-3.962.656;;-2.752.362;-280
351;19;-4.251.066;0;2.899.999;2.899.999;2.071.428;3.373.332;3.373.332;3.373.332;14;10;300;280;-600;-4.051.066;;-2.670.528;-360
352;19;-9.419.912;0;368;368;2.628.572;3.670.002;3.670.002;407.778;14;9;270;280;-400;-1.091.991;;-4.166.020;-420
353;12;1.120.871;0;2.163.333;2.163.333;1.966.666;235;235;29.375;11;8;240;220;-200;-2.487.913;;-3.258.427;-420
354;28;-2.491.912;0;4.163.332;4.163.332;2.191.228;6.136.664;6.136.664;3.835.415;19;16;480;380;-500;-6.091.912;;-2.680.935;-440
355;24;-1.097.416;0;3.796.666;3.796.666;2.233.333;3.566.664;3.566.664;4.458.331;17;8;240;340;-900;-7.774.157;;-3.227.887;-520
356;22;-1.077.298;0;4.943.329;4.943.329;353.095;2.875.001;2.875.001;4.107.144;14;7;210;280;-500;-1.067.298;;-2.593.133;-500
357;14;-817.121;0;4.033.333;4.033.333;1.344.444;9.299.994;9.299.994;4.649.997;3;2;60;60;-100;-837.121;;-872.575;-440
358;12;-4.055.334;0;306;306;20.4;355.5;355.5;35.55;15;10;300;300;-200;-8.055.336;;-1.907.816;-440
359;15;-4.983.098;0;2.646.665;2.646.665;2.646.665;1.711.666;1.711.666;2.852.777;10;6;180;200;-400;-4.783.098;;-2.406.053;-420
360;18;-9.275.475;0;2.619.999;2.619.999;2.183.332;2.999.999;2.999.999;4.999.999;12;6;180;240;-600;-7.475.476;;-4.041.665;-360
361;23;-185.71;0;7.750.001;7.750.001;3.369.566;7.931.665;7.931.665;4.957.291;23;16;480;460;-400;-725.71;;-4.782.757;-340
362;17;1.266.908;0;4.399.998;4.399.998;2.095.237;3.836.664;3.836.664;319.722;21;12;360;420;-200;-4.533.092;;-4.261.750;-360
363;31;-3.875.533;0;7.699.998;7.699.998;3.079.999;1.194.333;1.194.333;5.971.663;25;20;600;500;-800;-6.875.532;;-4.216.800;-480
364;19;-4.433.326;0;2.523.333;2.523.333;2.293.939;3.779.998;3.779.998;4.199.997;11;9;270;220;-500;-4.333.326;;-4.079.357;-500
365;19;-9.560.471;0;229;229;1.908.333;2.439.999;2.439.999;4.066.665;12;6;180;240;-400;-9.760.471;;-4.150.606;-460
366;27;-5.423.889;0;3.173.333;3.173.333;1.983.333;3.251.667;3.251.667;2.956.061;16;11;330;320;-500;-692.389;;-4.405.262;-480
367;18;-3.278.479;0;1.306.667;1.306.667;1.088.889;1.391.667;1.391.667;2.319.445;12;6;180;240;-200;-5.478.479;;-5.314.340;-480
368;11;-9.313.546;0;4.066.667;4.066.667;6.777.779;2.766.666;2.766.666;1.383.333;6;2;60;120;-300;-8.113.546;;-6.401.942;-380
